group,subgroup,codepoints,status,emoji,name
People & Body,hand-fingers-partial,1F91F 1F3FC,fully-qualified,🤟🏼,E5.0 love-you gesture: medium-light skin tone
People & Body,hand-fingers-partial,1F91F 1F3FD,fully-qualified,🤟🏽,E5.0 love-you gesture: medium skin tone
People & Body,hand-fingers-partial,1F91F 1F3FE,fully-qualified,🤟🏾,E5.0 love-you gesture: medium-dark skin tone
People & Body,hand-fingers-partial,1F91F 1F3FF,fully-qualified,🤟🏿,E5.0 love-you gesture: dark skin tone
People & Body,hand-fingers-partial,1F918,fully-qualified,🤘,E1.0 sign of the horns
People & Body,hand-fingers-partial,1F918 1F3FB,fully-qualified,🤘🏻,E1.0 sign of the horns: light skin tone
People & Body,hand-fingers-partial,1F918 1F3FC,fully-qualified,🤘🏼,E1.0 sign of the horns: medium-light skin tone
People & Body,hand-fingers-partial,1F918 1F3FD,fully-qualified,🤘🏽,E1.0 sign of the horns: medium skin tone
People & Body,hand-fingers-partial,1F918 1F3FE,fully-qualified,🤘🏾,E1.0 sign of the horns: medium-dark skin tone
People & Body,hand-fingers-partial,1F918 1F3FF,fully-qualified,🤘🏿,E1.0 sign of the horns: dark skin tone
People & Body,hand-fingers-partial,1F919,fully-qualified,🤙,E3.0 call me hand
People & Body,hand-fingers-partial,1F919 1F3FB,fully-qualified,🤙🏻,E3.0 call me hand: light skin tone
People & Body,hand-fingers-partial,1F919 1F3FC,fully-qualified,🤙🏼,E3.0 call me hand: medium-light skin tone
People & Body,hand-fingers-partial,1F919 1F3FD,fully-qualified,🤙🏽,E3.0 call me hand: medium skin tone
People & Body,hand-fingers-partial,1F919 1F3FE,fully-qualified,🤙🏾,E3.0 call me hand: medium-dark skin tone
People & Body,hand-fingers-partial,1F919 1F3FF,fully-qualified,🤙🏿,E3.0 call me hand: dark skin tone
People & Body,hand-single-finger,1F448,fully-qualified,👈,E0.6 backhand index pointing left
People & Body,hand-single-finger,1F448 1F3FB,fully-qualified,👈🏻,E1.0 backhand index pointing left: light skin tone
People & Body,hand-single-finger,1F448 1F3FC,fully-qualified,👈🏼,E1.0 backhand index pointing left: medium-light skin tone
People & Body,hand-single-finger,1F448 1F3FD,fully-qualified,👈🏽,E1.0 backhand index pointing left: medium skin tone
People & Body,hand-single-finger,1F448 1F3FE,fully-qualified,👈🏾,E1.0 backhand index pointing left: medium-dark skin tone
People & Body,hand-single-finger,1F448 1F3FF,fully-qualified,👈🏿,E1.0 backhand index pointing left: dark skin tone
People & Body,hand-single-finger,1F449,fully-qualified,👉,E0.6 backhand index pointing right
People & Body,hand-single-finger,1F449 1F3FB,fully-qualified,👉🏻,E1.0 backhand index pointing right: light skin tone
People & Body,hand-single-finger,1F449 1F3FC,fully-qualified,👉🏼,E1.0 backhand index pointing right: medium-light skin tone
People & Body,hand-single-finger,1F449 1F3FD,fully-qualified,👉🏽,E1.0 backhand index pointing right: medium skin tone
People & Body,hand-single-finger,1F449 1F3FE,fully-qualified,👉🏾,E1.0 backhand index pointing right: medium-dark skin tone
People & Body,hand-single-finger,1F449 1F3FF,fully-qualified,👉🏿,E1.0 backhand index pointing right: dark skin tone
People & Body,hand-single-finger,1F446,fully-qualified,👆,E0.6 backhand index pointing up
People & Body,hand-single-finger,1F446 1F3FB,fully-qualified,👆🏻,E1.0 backhand index pointing up: light skin tone
People & Body,hand-single-finger,1F446 1F3FC,fully-qualified,👆🏼,E1.0 backhand index pointing up: medium-light skin tone
People & Body,hand-single-finger,1F446 1F3FD,fully-qualified,👆🏽,E1.0 backhand index pointing up: medium skin tone
People & Body,hand-single-finger,1F446 1F3FE,fully-qualified,👆🏾,E1.0 backhand index pointing up: medium-dark skin tone
People & Body,hand-single-finger,1F446 1F3FF,fully-qualified,👆🏿,E1.0 backhand index pointing up: dark skin tone
People & Body,hand-single-finger,1F595,fully-qualified,🖕,E1.0 middle finger
People & Body,hand-single-finger,1F595 1F3FB,fully-qualified,🖕🏻,E1.0 middle finger: light skin tone
People & Body,hand-single-finger,1F595 1F3FC,fully-qualified,🖕🏼,E1.0 middle finger: medium-light skin tone
People & Body,hand-single-finger,1F595 1F3FD,fully-qualified,🖕🏽,E1.0 middle finger: medium skin tone
People & Body,hand-single-finger,1F595 1F3FE,fully-qualified,🖕🏾,E1.0 middle finger: medium-dark skin tone
People & Body,hand-single-finger,1F595 1F3FF,fully-qualified,🖕🏿,E1.0 middle finger: dark skin tone
People & Body,hand-single-finger,1F447,fully-qualified,👇,E0.6 backhand index pointing down
People & Body,hand-single-finger,1F447 1F3FB,fully-qualified,👇🏻,E1.0 backhand index pointing down: light skin tone
People & Body,hand-single-finger,1F447 1F3FC,fully-qualified,👇🏼,E1.0 backhand index pointing down: medium-light skin tone
People & Body,hand-single-finger,1F447 1F3FD,fully-qualified,👇🏽,E1.0 backhand index pointing down: medium skin tone
People & Body,hand-single-finger,1F447 1F3FE,fully-qualified,👇🏾,E1.0 backhand index pointing down: medium-dark skin tone
People & Body,hand-single-finger,1F447 1F3FF,fully-qualified,👇🏿,E1.0 backhand index pointing down: dark skin tone
People & Body,hand-single-finger,261D FE0F,fully-qualified,☝️,E0.6 index pointing up
People & Body,hand-single-finger,261D,unqualified,☝,E0.6 index pointing up
People & Body,hand-single-finger,261D 1F3FB,fully-qualified,☝🏻,E1.0 index pointing up: light skin tone
People & Body,hand-single-finger,261D 1F3FC,fully-qualified,☝🏼,E1.0 index pointing up: medium-light skin tone
People & Body,hand-single-finger,261D 1F3FD,fully-qualified,☝🏽,E1.0 index pointing up: medium skin tone
People & Body,hand-single-finger,261D 1F3FE,fully-qualified,☝🏾,E1.0 index pointing up: medium-dark skin tone
People & Body,hand-single-finger,261D 1F3FF,fully-qualified,☝🏿,E1.0 index pointing up: dark skin tone
People & Body,hand-single-finger,1FAF5,fully-qualified,🫵,E14.0 index pointing at the viewer
People & Body,hand-single-finger,1FAF5 1F3FB,fully-qualified,🫵🏻,E14.0 index pointing at the viewer: light skin tone
People & Body,hand-single-finger,1FAF5 1F3FC,fully-qualified,🫵🏼,E14.0 index pointing at the viewer: medium-light skin tone
People & Body,hand-single-finger,1FAF5 1F3FD,fully-qualified,🫵🏽,E14.0 index pointing at the viewer: medium skin tone
People & Body,hand-single-finger,1FAF5 1F3FE,fully-qualified,🫵🏾,E14.0 index pointing at the viewer: medium-dark skin tone
People & Body,hand-single-finger,1FAF5 1F3FF,fully-qualified,🫵🏿,E14.0 index pointing at the viewer: dark skin tone
People & Body,hand-fingers-closed,1F44D,fully-qualified,👍,E0.6 thumbs up
People & Body,hand-fingers-closed,1F44D 1F3FB,fully-qualified,👍🏻,E1.0 thumbs up: light skin tone
People & Body,hand-fingers-closed,1F44D 1F3FC,fully-qualified,👍🏼,E1.0 thumbs up: medium-light skin tone
People & Body,hand-fingers-closed,1F44D 1F3FD,fully-qualified,👍🏽,E1.0 thumbs up: medium skin tone
People & Body,hand-fingers-closed,1F44D 1F3FE,fully-qualified,👍🏾,E1.0 thumbs up: medium-dark skin tone
People & Body,hand-fingers-closed,1F44D 1F3FF,fully-qualified,👍🏿,E1.0 thumbs up: dark skin tone
People & Body,hand-fingers-closed,1F44E,fully-qualified,👎,E0.6 thumbs down
People & Body,hand-fingers-closed,1F44E 1F3FB,fully-qualified,👎🏻,E1.0 thumbs down: light skin tone
People & Body,hand-fingers-closed,1F44E 1F3FC,fully-qualified,👎🏼,E1.0 thumbs down: medium-light skin tone
People & Body,hand-fingers-closed,1F44E 1F3FD,fully-qualified,👎🏽,E1.0 thumbs down: medium skin tone
People & Body,hand-fingers-closed,1F44E 1F3FE,fully-qualified,👎🏾,E1.0 thumbs down: medium-dark skin tone
People & Body,hand-fingers-closed,1F44E 1F3FF,fully-qualified,👎🏿,E1.0 thumbs down: dark skin tone
People & Body,hand-fingers-closed,270A,fully-qualified,✊,E0.6 raised fist
People & Body,hand-fingers-closed,270A 1F3FB,fully-qualified,✊🏻,E1.0 raised fist: light skin tone
People & Body,hand-fingers-closed,270A 1F3FC,fully-qualified,✊🏼,E1.0 raised fist: medium-light skin tone
People & Body,hand-fingers-closed,270A 1F3FD,fully-qualified,✊🏽,E1.0 raised fist: medium skin tone
People & Body,hand-fingers-closed,270A 1F3FE,fully-qualified,✊🏾,E1.0 raised fist: medium-dark skin tone
People & Body,hand-fingers-closed,270A 1F3FF,fully-qualified,✊🏿,E1.0 raised fist: dark skin tone
People & Body,hand-fingers-closed,1F44A,fully-qualified,👊,E0.6 oncoming fist
People & Body,hand-fingers-closed,1F44A 1F3FB,fully-qualified,👊🏻,E1.0 oncoming fist: light skin tone
People & Body,hand-fingers-closed,1F44A 1F3FC,fully-qualified,👊🏼,E1.0 oncoming fist: medium-light skin tone
People & Body,hand-fingers-closed,1F44A 1F3FD,fully-qualified,👊🏽,E1.0 oncoming fist: medium skin tone
People & Body,hand-fingers-closed,1F44A 1F3FE,fully-qualified,👊🏾,E1.0 oncoming fist: medium-dark skin tone
People & Body,hand-fingers-closed,1F44A 1F3FF,fully-qualified,👊🏿,E1.0 oncoming fist: dark skin tone
People & Body,hand-fingers-closed,1F91B,fully-qualified,🤛,E3.0 left-facing fist
People & Body,hand-fingers-closed,1F91B 1F3FB,fully-qualified,🤛🏻,E3.0 left-facing fist: light skin tone
People & Body,hand-fingers-closed,1F91B 1F3FC,fully-qualified,🤛🏼,E3.0 left-facing fist: medium-light skin tone
People & Body,hand-fingers-closed,1F91B 1F3FD,fully-qualified,🤛🏽,E3.0 left-facing fist: medium skin tone
People & Body,hand-fingers-closed,1F91B 1F3FE,fully-qualified,🤛🏾,E3.0 left-facing fist: medium-dark skin tone
People & Body,hand-fingers-closed,1F91B 1F3FF,fully-qualified,🤛🏿,E3.0 left-facing fist: dark skin tone
People & Body,hand-fingers-closed,1F91C,fully-qualified,🤜,E3.0 right-facing fist
People & Body,hand-fingers-closed,1F91C 1F3FB,fully-qualified,🤜🏻,E3.0 right-facing fist: light skin tone
People & Body,hand-fingers-closed,1F91C 1F3FC,fully-qualified,🤜🏼,E3.0 right-facing fist: medium-light skin tone
People & Body,hand-fingers-closed,1F91C 1F3FD,fully-qualified,🤜🏽,E3.0 right-facing fist: medium skin tone
People & Body,hand-fingers-closed,1F91C 1F3FE,fully-qualified,🤜🏾,E3.0 right-facing fist: medium-dark skin tone
People & Body,hand-fingers-closed,1F91C 1F3FF,fully-qualified,🤜🏿,E3.0 right-facing fist: dark skin tone
People & Body,hands,1F44F,fully-qualified,👏,E0.6 clapping hands
People & Body,hands,1F44F 1F3FB,fully-qualified,👏🏻,E1.0 clapping hands: light skin tone
People & Body,hands,1F44F 1F3FC,fully-qualified,👏🏼,E1.0 clapping hands: medium-light skin tone
People & Body,hands,1F44F 1F3FD,fully-qualified,👏🏽,E1.0 clapping hands: medium skin tone
People & Body,hands,1F44F 1F3FE,fully-qualified,👏🏾,E1.0 clapping hands: medium-dark skin tone
People & Body,hands,1F44F 1F3FF,fully-qualified,👏🏿,E1.0 clapping hands: dark skin tone
People & Body,hands,1F64C,fully-qualified,🙌,E0.6 raising hands
People & Body,hands,1F64C 1F3FB,fully-qualified,🙌🏻,E1.0 raising hands: light skin tone
People & Body,hands,1F64C 1F3FC,fully-qualified,🙌🏼,E1.0 raising hands: medium-light skin tone
People & Body,hands,1F64C 1F3FD,fully-qualified,🙌🏽,E1.0 raising hands: medium skin tone
People & Body,hands,1F64C 1F3FE,fully-qualified,🙌🏾,E1.0 raising hands: medium-dark skin tone
People & Body,hands,1F64C 1F3FF,fully-qualified,🙌🏿,E1.0 raising hands: dark skin tone
People & Body,hands,1FAF6,fully-qualified,🫶,E14.0 heart hands
People & Body,hands,1FAF6 1F3FB,fully-qualified,🫶🏻,E14.0 heart hands: light skin tone
People & Body,hands,1FAF6 1F3FC,fully-qualified,🫶🏼,E14.0 heart hands: medium-light skin tone
People & Body,hands,1FAF6 1F3FD,fully-qualified,🫶🏽,E14.0 heart hands: medium skin tone
People & Body,hands,1FAF6 1F3FE,fully-qualified,🫶🏾,E14.0 heart hands: medium-dark skin tone
People & Body,hands,1FAF6 1F3FF,fully-qualified,🫶🏿,E14.0 heart hands: dark skin tone
People & Body,hands,1F450,fully-qualified,👐,E0.6 open hands
People & Body,hands,1F450 1F3FB,fully-qualified,👐🏻,E1.0 open hands: light skin tone
People & Body,hands,1F450 1F3FC,fully-qualified,👐🏼,E1.0 open hands: medium-light skin tone
People & Body,hands,1F450 1F3FD,fully-qualified,👐🏽,E1.0 open hands: medium skin tone
People & Body,hands,1F450 1F3FE,fully-qualified,👐🏾,E1.0 open hands: medium-dark skin tone
People & Body,hands,1F450 1F3FF,fully-qualified,👐🏿,E1.0 open hands: dark skin tone
People & Body,hands,1F932,fully-qualified,🤲,E5.0 palms up together
People & Body,hands,1F932 1F3FB,fully-qualified,🤲🏻,E5.0 palms up together: light skin tone
People & Body,hands,1F932 1F3FC,fully-qualified,🤲🏼,E5.0 palms up together: medium-light skin tone
People & Body,hands,1F932 1F3FD,fully-qualified,🤲🏽,E5.0 palms up together: medium skin tone
People & Body,hands,1F932 1F3FE,fully-qualified,🤲🏾,E5.0 palms up together: medium-dark skin tone
People & Body,hands,1F932 1F3FF,fully-qualified,🤲🏿,E5.0 palms up together: dark skin tone
People & Body,hands,1F91D,fully-qualified,🤝,E3.0 handshake
People & Body,hands,1F91D 1F3FB,fully-qualified,🤝🏻,E14.0 handshake: light skin tone
People & Body,hands,1F91D 1F3FC,fully-qualified,🤝🏼,E14.0 handshake: medium-light skin tone
People & Body,hands,1F91D 1F3FD,fully-qualified,🤝🏽,E14.0 handshake: medium skin tone
People & Body,hands,1F91D 1F3FE,fully-qualified,🤝🏾,E14.0 handshake: medium-dark skin tone
People & Body,hands,1F91D 1F3FF,fully-qualified,🤝🏿,E14.0 handshake: dark skin tone
People & Body,hands,1FAF1 1F3FB 200D 1FAF2 1F3FC,fully-qualified,🫱🏻‍🫲🏼,"E14.0 handshake: light skin tone, medium-light skin tone"
People & Body,hands,1FAF1 1F3FB 200D 1FAF2 1F3FD,fully-qualified,🫱🏻‍🫲🏽,"E14.0 handshake: light skin tone, medium skin tone"
People & Body,hands,1FAF1 1F3FB 200D 1FAF2 1F3FE,fully-qualified,🫱🏻‍🫲🏾,"E14.0 handshake: light skin tone, medium-dark skin tone"
People & Body,hands,1FAF1 1F3FB 200D 1FAF2 1F3FF,fully-qualified,🫱🏻‍🫲🏿,"E14.0 handshake: light skin tone, dark skin tone"
People & Body,hands,1FAF1 1F3FC 200D 1FAF2 1F3FB,fully-qualified,🫱🏼‍🫲🏻,"E14.0 handshake: medium-light skin tone, light skin tone"
People & Body,hands,1FAF1 1F3FC 200D 1FAF2 1F3FD,fully-qualified,🫱🏼‍🫲🏽,"E14.0 handshake: medium-light skin tone, medium skin tone"
People & Body,hands,1FAF1 1F3FC 200D 1FAF2 1F3FE,fully-qualified,🫱🏼‍🫲🏾,"E14.0 handshake: medium-light skin tone, medium-dark skin tone"
People & Body,hands,1FAF1 1F3FC 200D 1FAF2 1F3FF,fully-qualified,🫱🏼‍🫲🏿,"E14.0 handshake: medium-light skin tone, dark skin tone"
People & Body,hands,1FAF1 1F3FD 200D 1FAF2 1F3FB,fully-qualified,🫱🏽‍🫲🏻,"E14.0 handshake: medium skin tone, light skin tone"
People & Body,hands,1FAF1 1F3FD 200D 1FAF2 1F3FC,fully-qualified,🫱🏽‍🫲🏼,"E14.0 handshake: medium skin tone, medium-light skin tone"
People & Body,hands,1FAF1 1F3FD 200D 1FAF2 1F3FE,fully-qualified,🫱🏽‍🫲🏾,"E14.0 handshake: medium skin tone, medium-dark skin tone"
People & Body,hands,1FAF1 1F3FD 200D 1FAF2 1F3FF,fully-qualified,🫱🏽‍🫲🏿,"E14.0 handshake: medium skin tone, dark skin tone"
People & Body,hands,1FAF1 1F3FE 200D 1FAF2 1F3FB,fully-qualified,🫱🏾‍🫲🏻,"E14.0 handshake: medium-dark skin tone, light skin tone"
People & Body,hands,1FAF1 1F3FE 200D 1FAF2 1F3FC,fully-qualified,🫱🏾‍🫲🏼,"E14.0 handshake: medium-dark skin tone, medium-light skin tone"
People & Body,hands,1FAF1 1F3FE 200D 1FAF2 1F3FD,fully-qualified,🫱🏾‍🫲🏽,"E14.0 handshake: medium-dark skin tone, medium skin tone"
People & Body,hands,1FAF1 1F3FE 200D 1FAF2 1F3FF,fully-qualified,🫱🏾‍🫲🏿,"E14.0 handshake: medium-dark skin tone, dark skin tone"
People & Body,hands,1FAF1 1F3FF 200D 1FAF2 1F3FB,fully-qualified,🫱🏿‍🫲🏻,"E14.0 handshake: dark skin tone, light skin tone"
People & Body,hands,1FAF1 1F3FF 200D 1FAF2 1F3FC,fully-qualified,🫱🏿‍🫲🏼,"E14.0 handshake: dark skin tone, medium-light skin tone"
People & Body,hands,1FAF1 1F3FF 200D 1FAF2 1F3FD,fully-qualified,🫱🏿‍🫲🏽,"E14.0 handshake: dark skin tone, medium skin tone"
People & Body,hands,1FAF1 1F3FF 200D 1FAF2 1F3FE,fully-qualified,🫱🏿‍🫲🏾,"E14.0 handshake: dark skin tone, medium-dark skin tone"
People & Body,hands,1F64F,fully-qualified,🙏,E0.6 folded hands
People & Body,hands,1F64F 1F3FB,fully-qualified,🙏🏻,E1.0 folded hands: light skin tone
People & Body,hands,1F64F 1F3FC,fully-qualified,🙏🏼,E1.0 folded hands: medium-light skin tone
People & Body,hands,1F64F 1F3FD,fully-qualified,🙏🏽,E1.0 folded hands: medium skin tone
People & Body,hands,1F64F 1F3FE,fully-qualified,🙏🏾,E1.0 folded hands: medium-dark skin tone
People & Body,hands,1F64F 1F3FF,fully-qualified,🙏🏿,E1.0 folded hands: dark skin tone
People & Body,hand-prop,270D FE0F,fully-qualified,✍️,E0.7 writing hand
People & Body,hand-prop,270D,unqualified,✍,E0.7 writing hand
People & Body,hand-prop,270D 1F3FB,fully-qualified,✍🏻,E1.0 writing hand: light skin tone
People & Body,hand-prop,270D 1F3FC,fully-qualified,✍🏼,E1.0 writing hand: medium-light skin tone
People & Body,hand-prop,270D 1F3FD,fully-qualified,✍🏽,E1.0 writing hand: medium skin tone
People & Body,hand-prop,270D 1F3FE,fully-qualified,✍🏾,E1.0 writing hand: medium-dark skin tone
People & Body,hand-prop,270D 1F3FF,fully-qualified,✍🏿,E1.0 writing hand: dark skin tone
People & Body,hand-prop,1F485,fully-qualified,💅,E0.6 nail polish
People & Body,hand-prop,1F485 1F3FB,fully-qualified,💅🏻,E1.0 nail polish: light skin tone
People & Body,hand-prop,1F485 1F3FC,fully-qualified,💅🏼,E1.0 nail polish: medium-light skin tone
People & Body,hand-prop,1F485 1F3FD,fully-qualified,💅🏽,E1.0 nail polish: medium skin tone
People & Body,hand-prop,1F485 1F3FE,fully-qualified,💅🏾,E1.0 nail polish: medium-dark skin tone
People & Body,hand-prop,1F485 1F3FF,fully-qualified,💅🏿,E1.0 nail polish: dark skin tone
People & Body,hand-prop,1F933,fully-qualified,🤳,E3.0 selfie
People & Body,hand-prop,1F933 1F3FB,fully-qualified,🤳🏻,E3.0 selfie: light skin tone
People & Body,hand-prop,1F933 1F3FC,fully-qualified,🤳🏼,E3.0 selfie: medium-light skin tone
People & Body,hand-prop,1F933 1F3FD,fully-qualified,🤳🏽,E3.0 selfie: medium skin tone
People & Body,hand-prop,1F933 1F3FE,fully-qualified,🤳🏾,E3.0 selfie: medium-dark skin tone
